teks,akurasi,kualitas,pelayanan,pengemasan,harga,pengiriman,s_akurasi,s_kualitas,s_pelayanan,s_pengemasan,s_harga,s_pengiriman
Barang rusak kamu kirim!!! niat jualan g ??? jadi penjual yang jujur !!!! kampret...,0,1,0,0,0,0,-,negatif,-,-,-,-
"Mantab.. brg sesuai deskripsi, kualitas mantab, produk original 100%.. senang berbisnis dgn anda.. sukses selalu gan..",1,1,0,0,0,0,positif,positif,-,-,-,-
"tapi kayak mainan,haha..mudah-mudahan aman.. thanks gan moga makin sukses ya",0,1,0,0,0,0,-,negatif,-,-,-,-
harga kualitas fungsi produk tg nya juga keren,0,1,0,0,1,0,-,positif,-,-,positif,-
Lumayan sesuai di gambar gooddd,1,1,0,0,0,0,positif,positif,-,-,-,-
"Respon kalau kita tanya cepat di balas apa yg kita tanya,pengiriman barang cuma 1 hr dan barang sesuai yang kita perlukan.Sukses selalu unt Usahanya.",1,0,1,0,0,1,positif,-,positif,-,-,positif
Barang sesuai pesanan dan cepat sampai.,1,0,0,0,0,1,positif,-,-,-,-,positif
Barang cepat sampai dan sesuai pesanan,1,0,0,0,0,1,positif,-,-,-,-,positif
cept smpe Namun akan lebih baik apabila jika pake casger,1,0,0,0,0,1,negatif,-,-,-,-,positif
"respons cepat, proses cepat, barang sesaui",1,0,1,0,0,0,positif,-,positif,-,-,-
"barang bagus, apa adanya, semoga awet juga digunakannya.",0,1,0,0,0,0,-,positif,-,-,-,-
Gak compatible sama laptop g40-70 saya. Di daya 10-20% pasti laptop saya langsung mati,1,0,0,0,0,0,negatif,-,-,-,-,-
Dipake sebentar sudah pd rusak bosss,0,1,0,0,0,0,-,negatif,-,-,-,-
Terimakasih barangnya sdh sampai order hari rabu sore sabtu pagi sdh sampai,0,0,0,0,0,1,-,-,-,-,-,positif
Packing kurang baik. Barang banyak berhamburan.,0,0,0,1,0,0,-,-,-,negatif,-,-
"Packing baik, respon chat cepat",0,0,1,1,0,0,-,-,positif,positif,-,-
"Terimakasih, packing baikbaik, slow respon pengiriman",0,0,1,1,0,1,-,-,negatif,positif,-,negatif
Barang tidak sesuai dengan foto yang dipajang datangnya,1,0,0,0,0,0,negatif,-,-,-,-,-
"Lebih mahal sedikt tapi lebih bagus dan berguna, ketimbang yg murah tapi mletot terus",0,1,0,0,1,0,-,positif,-,-,negatif,-
terima kasih :) barang cepat sampe dan sdh diterima,0,0,0,0,0,1,-,-,-,-,-,positif
barang rusak Namun akan lebih baik apabila diganti baru,0,1,0,0,0,0,-,negatif,-,-,-,-
Barang sesuai gambar lumayan lah,1,1,0,0,0,0,positif,positif,-,-,-,-
"Respon cepaat, pengiriman cepat, barang sesuai pesanan",1,0,1,0,0,1,positif,-,positif,-,-,positif
barang rusak 2 dari 4 pembelian. lalu penjual minta ongkir pp dibebankan pada pembeli Namun akan lebih baik apabila barang yang dikirim sesuai pesanan dan normal,1,1,0,0,0,0,negatif,negatif,-,-,-,-
Saya suka............respon cpt....oke bgt,0,1,1,0,0,0,-,positif,positif,-,-,-
Cepet sampai barangnya Paking bagus,0,0,0,1,0,1,-,-,-,positif,-,positif
agak lama tp akhirnya sampai juga,0,0,0,0,0,1,-,-,-,-,-,negatif
Seharusnya warna biru dikirim warna lain,1,0,0,0,0,0,negatif,-,-,-,-,-
Barang sesuai deskripsi penjual. Ada harga ada rupa :),1,1,0,0,1,0,positif,positif,-,-,positif,-
bagus sesuai dengan harga,0,1,0,0,1,0,-,positif,-,-,positif,-
Packing nya kurang baik. Tapi masih befungsi lah lumayan,0,0,0,1,0,0,-,-,-,negatif,-,-
"Bagus barangnya sesuai pesanan ,semua nyala dengan baik",1,1,0,0,0,0,positif,positif,-,-,-,-
"Alarm tidak berfungsi saat diterima, walaupun sdh pakai tuntunan di packing , bahkan sampai buka youtube. Berfungsi setelah dibongkar dan dibenerin, kabel ternyata ada yang putus.",0,1,0,0,0,0,-,negatif,-,-,-,-
"Sesuai Deskripsi & Photo iklan, semoga awet buat Beraih2 kaca jamuran,,,",1,0,0,0,0,0,positif,-,-,-,-,-
ok Namun akan lebih baik apabila cepat,0,0,0,0,0,1,-,-,-,-,-,negatif
"Sangat lumayan kwalitasnya dgn harga belinya, tks, semoga semakin jaya pelapaknya",0,1,0,0,1,0,-,positif,-,-,positif,-
"murah meriah, unik, mudah2an awet..",0,0,0,0,1,0,-,-,-,-,positif,-
barang sudah sampai mas.. packing rapih terimakasih,0,0,0,1,0,0,-,-,-,positif,-,-
Sayang anti gores nya pecah gara2 di buka paksa sama keponakan.. case-nya top..,0,1,0,0,0,0,-,negatif,-,-,-,-
sesuai dengan pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
Alhamdulillah dapet harga flash sale thanks..,0,0,0,0,1,0,-,-,-,-,positif,-
"sudah tidak mau order lagi, karna pelayanan kurang",0,0,1,0,0,0,-,-,negatif,-,-,-
"Barang sesuai order, mantap",1,0,0,0,0,0,positif,-,-,-,-,-
Barang sesuai pesanan good,1,0,0,0,0,0,positif,-,-,-,-,-
"sangat cocok unt outdoor, harga murah. yg penting bisa unt 3 sim Dan bateray awet",0,1,0,0,1,0,-,positif,-,-,positif,-
"barang sdh nyampe mskpun pengiriman agak lama,packing bagus barang nya jg OK...",0,0,0,1,0,1,-,-,-,positif,-,negatif
"kapok dah saya, barang mahal bgt. kirain 1 set seperti toko laen",1,0,0,0,1,0,negatif,-,-,-,negatif,-
"Barang benar glow in the dark, pada awal pemakaian, gelang saya jemur di matahari selama 2 jam, lalu saya test, dan nyala di kegelapan.",0,1,0,0,0,0,-,positif,-,-,-,-
Barang kecil...................................................................,0,1,0,0,0,0,-,negatif,-,-,-,-
"Packing kurang aman,karena mesin jam pecah,jarumnya bengkok",0,1,0,1,0,0,-,negatif,-,negatif,-,-
"Cpt smpe,,,mantap hbs recomended'mksh smoqa sukses sllu,,",0,0,0,0,0,1,-,-,-,-,-,positif
trimakasih barang sudah sampai sesuai pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
"Packing rapi, pas d buka isinya lengkp dan bagus. Tidak ad yg cacat. Terimakasih",0,1,0,1,0,0,-,positif,-,positif,-,-
respon okaay,0,0,1,0,0,0,-,-,positif,-,-,-
"Barang original asus, harga masuk akal. Langsung beli 2 pcs. Puas belanja dilapak ini. Terima kasih",0,1,0,0,1,0,-,positif,-,-,positif,-
Barang sesuai pesanan recommended seller,1,0,0,0,0,0,positif,-,-,-,-,-
"Pengiriman cepat, pagi pesan ,sorenya sampai",0,0,0,0,0,1,-,-,-,-,-,positif
"Sementar ini belum bisa kasih review karena barang masih sedang di-retur untuk replace dengan yang sesuai... Untuk sellernya sih oke banget, fast responding dan ramah... Semoga saja nanti barangnya juga oke dan sesuai harapan....",0,0,1,0,0,0,-,-,positif,-,-,-
Apa yang di ulas barang aja belum diterima tp statusnya sdh diterima ????,1,0,1,0,0,0,negatif,-,negatif,-,-,-
Keren,0,1,0,0,0,0,-,positif,-,-,-,-
"Packing rapih, baterai oke, dan sesuai dengan laptop",1,1,0,1,0,0,positif,positif,-,positif,-,-
barangnya bagus. kalau bisa sih ada yang model lebih panjang se betis ya.,0,1,0,0,0,0,-,positif,-,-,-,-
Paket datang dengan keadaan patah. Dengan seharga segitu menurut saya mahal. Sedotannyapun kurang maximal,0,1,0,0,1,0,-,negatif,-,-,negatif,-
Cepat sampai,0,0,0,0,0,1,-,-,-,-,-,positif
"Sesuai pesanan,packing bgus..........",1,0,0,1,0,0,positif,-,-,positif,-,-
Bagus dan cepat sampai,0,1,0,0,0,1,-,positif,-,-,-,positif
Bagus terang hemat 1 batrai kecil. Hanya stelan lampu jauh dekatnya kurang keras. Ovr all dgn harga tsb Its ok,0,1,0,0,0,0,-,positif,-,-,-,-
"Produk baik, pengiriman cepat tapi packing kurang baik",0,1,0,1,0,1,-,positif,-,negatif,-,positif
"Barang sesuai pesanan,bagus joss",1,1,0,0,0,0,positif,positif,-,-,-,-
Sesuai dengan pesanan terus fast respon dari pelapaknya. Packing nya rapi bener,1,0,1,1,0,0,positif,-,positif,positif,-,-
"Penanganan cepat,respect buat loe bro",0,0,1,0,0,0,-,-,positif,-,-,-
packagingnya bagus,0,0,0,1,0,0,-,-,-,positif,-,-
Lain kali pelapak budayakan membaca .../ Konfirmasi ke konsumen,0,0,1,0,0,0,-,-,negatif,-,-,-
Sesuai gambar..recommended...........,1,0,0,0,0,0,positif,-,-,-,-,-
Soft Casing bagus.cuma anti gores tak sesuai utk a 50.lebih cocok utk m 20.selebih nya baik.trima kasih,1,1,0,0,0,0,negatif,positif,-,-,-,-
"Yg sy dapet tak ada tulisan ""DASH"" di USB nya, tp barangbarangnya lumayan",1,1,0,0,0,0,negatif,positif,-,-,-,-
"Senternya okey, Semuanya sesuai pesanan, pertahankan untuk semuanya pelanggan. Nanti saya order lagi, dengan kualitas yang sama Terimakasih Bukalapak. Belanja online berkualitas.",0,1,0,0,0,0,-,positif,-,-,-,-
Lumayan lah Case nya. Tetapi Teemper Glassnya ga sama dg type case nya. Terlalu kecil Tg nya ga sesuai type. Jadinya bonus itu sia2. Ga kepake... lasihan.,1,1,0,0,0,0,negatif,positif,-,-,-,-
"Setelah di digunakan, baterai bekerja dengan baik Saya menggunakan untuk bekerja di ms. office",0,1,0,0,0,0,-,positif,-,-,-,-
Barang sesuai pesanan Mantap dan tidak mengecewakan,1,0,0,0,0,0,positif,-,-,-,-,-
"barang yang dikirim tdk sesuai dg yang dipesan, tp gapapa lah. kualitas sesuai dgn harga.",1,1,0,0,1,0,negatif,positif,-,-,positif,-
Kualitas bagus,0,1,0,0,0,0,-,positif,-,-,-,-
Sama bgt dengan gambarnya...jaga2 aja kl dibutuhkan,1,0,0,0,0,0,positif,-,-,-,-,-
Saya suka sama pelapak ini aktif klo di chat ga slow respon. Recomendedlah,0,0,1,0,0,0,-,-,positif,-,-,-
"Barang sesuai pesanan,respon cepat,cepat sampai",1,0,1,0,0,1,positif,-,positif,-,-,positif
tidak sesuai pengharapan,1,0,0,0,0,0,negatif,-,-,-,-,-
barang sampai dengan cepat. namun setelah dicoba ukuran L Dewasanya lebih sempit ketimbang ukuran L yang saya order sebelumnya.,1,0,0,0,0,1,negatif,-,-,-,-,positif
Packing kurang baik Packing tongsinya jd rusak,0,1,0,1,0,0,-,negatif,-,negatif,-,-
Cepat sampai,0,0,0,0,0,1,-,-,-,-,-,positif
Minta putih/silver datang putih,1,0,0,0,0,0,negatif,-,-,-,-,-
puas barang sesuai pesanan. kurang puas nya slow respon gan,1,1,1,0,0,0,positif,positif,negatif,-,-,-
"Kualitas bagus,produk sesuai,gooooood,thanksssss",1,1,0,0,0,0,positif,positif,-,-,-,-
"packing ok, barang ok sesuai dekripsi",1,1,0,1,0,0,positif,positif,-,positif,-,-
Barang yang sampai merknya tidak sama dengna gambar,1,0,0,0,0,0,negatif,-,-,-,-,-
"Slow respon, proses pengiriman lama",0,0,1,0,0,1,-,-,negatif,-,-,negatif
pesanan yanh datang sesuai dan packaging rapi,1,0,0,1,0,0,positif,-,-,positif,-,-
bagus Namun akan lebih baik apabila dicek lagi ke HP.,0,1,0,0,0,0,-,positif,-,-,-,-
"Resetlingnya macet, semoga awet, terima kasih barang sudah sampai",0,1,0,0,0,0,-,negatif,-,-,-,-
"Mantab gan, barang sesuai pesanan dan packing rapi dan pengiriman jg cepat,trims",1,1,0,1,0,1,positif,positif,-,positif,-,positif
barang oke tapi pengiriman barang kurang memuaskan respon lambattttttt,0,1,1,0,0,1,-,positif,negatif,-,-,negatif
"kualitas mantaaaappp, produk cepat sampai",0,1,0,0,0,1,-,positif,-,-,-,positif
"Warna pink beda, pesan 2 pink tapi beda banget warnanya yg satu pink, satu salem.. Agaak kecewa sih, tapi yaa sudahlah mau gimana lagi, semoga kedepannya lebih baik lagi. Overall semua bagus, baik dr packing, respon dan pengiriman",1,0,1,1,0,1,negatif,-,positif,positif,-,positif
agak kurang merekat tp mengcover hampir full,0,1,0,0,0,0,-,negatif,-,-,-,-
"Barang nya sesuai pesanan, lengkap dengan box nya pula..tq",1,0,0,0,0,0,positif,-,-,-,-,-
"Packing baik, suara lumayan................... ....",0,1,0,1,0,0,-,positif,-,positif,-,-
Barang cukup bagus dengan harga yg tidak terlalu mahal,0,1,0,0,1,0,-,positif,-,-,positif,-
"Barang yang di kirim juga sesuai dengan pesanan, Kualitas mantap",1,1,0,0,0,0,positif,positif,-,-,-,-
Dah ditulis di catatan pelapak *abu2* Dikirim malah kuning... huff lelah,1,0,0,0,0,0,negatif,-,-,-,-,-
Sekali dipake lengket ga longgar.. Bahan lembut serasa kaki dipeluk erat,0,1,0,0,0,0,-,positif,-,-,-,-
harga kualitas fungsi produk lumayan lah...cepat sampai...,0,1,0,0,1,1,-,positif,-,-,positif,positif
barang sesuai pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
"Muantabssss, jahitan rapih, bahan Adem. Recommended seller.",0,1,0,0,0,0,-,positif,-,-,-,-
Barang sudah diterima dicoba pas.... Semoga bermanfaat,1,0,0,0,0,0,positif,-,-,-,-,-
"Barang bagus sesuai pesanan,boleh di coba buat yg lain nya",1,1,0,0,0,0,positif,positif,-,-,-,-
packing kurang aman Namun akan lebih baik apabila perbaiki pelayanan,0,0,1,1,0,0,-,-,negatif,negatif,-,-
"Mantap bos... gak nyangka kl semini ini, masuk kantong, sinarnya mantap",1,1,0,0,0,0,negatif,positif,-,-,-,-
"Barang sesuai pesanan, mantap untuk ukuran harga segitu.",1,1,0,0,1,0,positif,positif,-,-,positif,-
Barang ok banget nih. Saran ajah packingnya kurang rapih dan aman jgn asal plastik ajah. Soalnya pas sampai tangan saya packing plastiknya pada robek,0,1,0,1,0,0,-,positif,-,negatif,-,-
Barang kualitas jelek.. ngk bisa digunakan.. ngk bisa dicas.. lampu indikator mati...,0,1,0,0,0,0,-,negatif,-,-,-,-
"barang sudah diterima,kondisi oke makasi bos,respon cepat.",0,1,1,0,0,0,-,positif,positif,-,-,-
"Sampah, 3 kali mesan barang 3 3 nya rusak, 1 di refund 2 gak ada kabar. Namun akan lebih baik apabila barang rusak jangan harap di retur, susahnya minta ampun",0,1,0,0,0,0,-,negatif,-,-,-,-
Barang sesuai foto. Sampainya cepat. Tapi harganya Agak mahal dibandingkan dengan lapak sebelah.,1,0,0,0,1,1,positif,-,-,-,negatif,positif
"Packing baik, cuman menghubungkan dengan bluetooth tidak bisa????????",0,0,0,1,0,0,-,-,-,positif,-,-
"Seperti nya tidak original, ketika charging, sentuhan ke layar seperti ""double click""/brebet. Seperti tidak stabil atau apa saya tidak mengerti kelistrikan. Saya beli 2 buah, keduanya mengalami hal yang sama. Mungkin ya ada harga ada kualitas. Tapi judul lapak tidak sesuai dengan deskripsi barang.",0,1,0,0,0,0,-,negatif,-,-,-,-
"Yg jelas barang bukan original JBL, kabelnya juga bukan kualitas Bagus, memang anti kusut ,tapi mudah putus ,Untuk packing sih rapih ,bagus ,untuk packing bintang 5 untuk kualitas bintang 2 saya rasa cukup Dan ,tidak sesuai pada gambar barangnya",1,1,0,1,0,0,negatif,negatif,-,positif,-,-
"katanya untuk oppo F11, tapi gak ada poninya buat kamera depan.",1,0,0,0,0,0,negatif,-,-,-,-,-
"Barang Cepat sampai,saya puas,tingkatkan dan pertahankan gan tks",0,1,0,0,0,1,-,positif,-,-,-,positif
"harga tidak terlalu mahal, kualitas barang bagus, berfungsi sesuai harapan apalagi utk membantu saya presentasi materi dalam handphone dan laptop. Produknya mantap bro. Recomended dah",0,1,0,0,1,0,-,positif,-,-,positif,-
"Bassnya dapet, bagus.. Recommended",0,1,0,0,0,0,-,positif,-,-,-,-
barang sesuai pesanan barang murah ori,1,1,0,0,1,0,positif,positif,-,-,positif,-
"Aman sih semuanya amann, paling harga klo bisa nego tipis2 lah ya, hehehe ????",0,0,0,1,1,0,-,-,-,positif,negatif,-
slow respon,0,0,1,0,0,0,-,-,negatif,-,-,-
"Barang sesuai deskripsi, cepat sampai, packing bagus, fast respon, nice lah...",1,0,1,1,0,1,positif,-,positif,positif,-,positif
Kemasan alakadar nya saja...............,0,0,0,1,0,0,-,-,-,negatif,-,-
murah bagus,0,0,0,0,1,0,-,-,-,-,positif,-
"Packing rapi, penjual ramah, pengiriman cepat.",0,0,1,1,0,1,-,-,positif,positif,-,positif
Barang tidak sesuai deskripsi.. Katanya bisa di zoom e ternyata hanya fokus doang.. Kecewa bgt.,1,1,0,0,0,0,negatif,negatif,-,-,-,-
Dengan harga flash deal headset ini cukup lumayan suaranya jelas jernih bass nya aja kurang dikit,0,1,0,0,1,0,-,positif,-,-,positif,-
"kualitas buruk, sesuai harga. Ini cuma kamera mainan. Resolusinya cuma VGA. Tak sesuai dg diskripsinya.",1,1,0,0,1,0,negatif,negatif,-,-,positif,-
"Barangnya bagus, keren, mantap, ori & resmi lagi.. Ditambah dapet gift box lagi, keren lah mantap gan.. Recomended seller..",0,1,0,0,0,0,-,positif,-,-,-,-
barang rusak ga bisa di delet file yg udah masuk...... Namun akan lebih baik apabila barang jangan di jual lagi,0,1,0,0,0,0,-,negatif,-,-,-,-
Saya suka barangnya bagus dan pas dipakai karena memang cocok,0,1,0,0,0,0,-,positif,-,-,-,-
packing kurang rapi,0,0,0,1,0,0,-,-,-,negatif,-,-
"Barang sesuai dg deskripsi,pengiriman cepat",1,0,0,0,0,1,positif,-,-,-,-,positif
barang sesuai dengan pesanan & berfungsi sempurna.... sayangnya slow respon...,1,1,1,0,0,0,positif,positif,negatif,-,-,-
Packing kurang rapih basah terkena hujan,0,0,0,1,0,0,-,-,-,negatif,-,-
Pengiriman barang cepat,0,0,0,0,0,1,-,-,-,-,-,positif
Barang ok sesuai...smoga kepake lama...,1,0,0,0,0,0,positif,-,-,-,-,-
Barang nya rusak.. mau retur ongkirnya mahal,0,1,0,0,0,0,-,negatif,-,-,-,-
"Keren,, sesuai ekspektasi",1,1,0,0,0,0,positif,positif,-,-,-,-
Baru satu hari dipake sdh gak bs nyala Namun akan lebih baik apabila ada garansi,0,1,0,0,0,0,-,negatif,-,-,-,-
store recommended ..fast respon ..fast delivery good job,0,0,1,0,0,1,-,-,positif,-,-,positif
Sesuai pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
Barang oke sesuai pesanan tapi respon lama,1,1,1,0,0,0,positif,positif,negatif,-,-,-
Barang sesuai pesanan and maknyus!!!,1,1,0,0,0,0,positif,positif,-,-,-,-
Tidak sesuai harapan..sebelum order sudah saya inbox dan hasilnya tidak berfungsi seperti icon diremote (ngaco),1,1,0,0,0,0,negatif,negatif,-,-,-,-
"Barang jass, bintang yg bicara coiii",0,1,0,0,0,0,-,positif,-,-,-,-
"Barang tidak sesuai dgn gambar..frame tidak ada hijaunya,tali jam yg panjang nya tidak nge lock (mudah bergeser)",1,0,0,0,0,0,negatif,-,-,-,-,-
Pelayanan oke....barang cept sampe...,0,0,1,0,0,1,-,-,positif,-,-,positif
packing rapih ... sesuai pesanan,1,0,0,1,0,0,positif,-,-,positif,-,-
"Ternyata barang bukan ori, dan tidak sesuai, kaga ada logo nye, harus nya pasang iklang yg sesuai dong.....",1,1,0,0,0,0,negatif,negatif,-,-,-,-
"baik, recommend seller , fast respon, fast chatting, good",0,1,1,0,0,0,-,positif,positif,-,-,-
Murah tapi gak murahan yg terpenting aman,0,1,0,0,1,0,-,positif,-,-,positif,-
Mantaps barang murah dan sesuai,1,0,0,0,1,0,positif,-,-,-,positif,-
"Barang bagus, murah... pokoknya mantap!!",0,1,0,0,1,0,-,positif,-,-,positif,-
"cepat sampai packing ok, baterai cocok /sesuai pesanan .",1,0,0,1,0,1,positif,-,-,positif,-,positif
"Pelayanan cepat, barang sesuai diskripsi & berfungsi dgn baik",1,1,1,0,0,0,positif,positif,positif,-,-,-
"Wanginya enak, ngechargenya cepet. Tapi ujung colokannya agak besar, jadi harus cari stop kontak yg rata supaya bisa masuk.",0,1,0,0,0,0,-,positif,-,-,-,-
Sesuai yg di inginkan makasihmakasih,1,0,0,0,0,0,positif,-,-,-,-,-
Ya sesuai harga ya tp ga recommend.,0,1,0,0,1,0,-,negatif,-,-,positif,-
Barang ok ukuran pas sesuai dgn foto,1,1,0,0,0,0,positif,positif,-,-,-,-
Barang tidak sesuai gambar alias seperti murahan (kardus kuning).,1,1,0,0,0,0,negatif,negatif,-,-,-,-
"Packing baik....barusan sy pasang,charging 2 jam penuh......bekerja dg baik.....",0,1,0,1,0,0,-,positif,-,positif,-,-
packing kurang tebel,0,0,0,1,0,0,-,-,-,negatif,-,-
"mantab, velcro nya bagus. di buble wrap lagi. mahal biaya kirimnya nih hhaaha",0,1,0,1,1,1,-,positif,-,positif,negatif,negatif
mantap gan...,0,1,0,0,0,0,-,positif,-,-,-,-
"barang bagus, ongkir kemahalan",0,1,0,0,1,1,-,positif,-,-,negatif,negatif
"Model & warna sesuai dengan promosi, kualitas kurang sesuai dengan ekspektasi",1,1,0,0,0,0,positif,negatif,-,-,-,-
"Barang sesuai harga, bagus, cepet sampe nya",0,1,0,0,1,1,-,positif,-,-,positif,positif
"Packing kurang menarik sich, tp isi barang masih segel, lumayan berat, dan blum dicoba, smoga sesuai deskrips Fast charger dan safe",0,0,0,1,0,0,-,-,-,negatif,-,-
Barangnya tidak sesuai warna pesananya,1,0,0,0,0,0,negatif,-,-,-,-,-
"beterai original asus zenfone 6, BARANG YANG DI KIRIM TIDAK SESUAI DENGAN YANG DI FOTO, YANG DIKIRIM TIDAK ADA LOGO STIKER HOLOGRAM...KECEWA....",1,1,0,0,0,0,negatif,negatif,-,-,-,-
murah dan bagus,0,1,0,0,1,0,-,positif,-,-,positif,-
Barang oke sesuai pesanan.. semoga tahan lama,1,1,0,0,0,0,positif,positif,-,-,-,-
mantap cepat sampai....boleh lah buat sehari2 mah barang sesuai harga oke sip tq bukalapak,0,1,0,0,1,1,-,positif,-,-,positif,positif
Keren semoga awet nanti tambah lagi bintang,0,1,0,0,0,0,-,positif,-,-,-,-
Manatap hebat juara barang sesuai pesanan...,1,1,0,0,0,0,positif,positif,-,-,-,-
Semoga awet dah ini hp aamiin Packing bagus rapi,0,0,0,1,0,0,-,-,-,positif,-,-
"maaf baru kasih testi, barang yang dipesan dilapak ini sesuai dengan deskripsi , sellernya jga komunikatif jadi enak buat tanya2 tentang barang sebelum beli ... semoga awet barang nya jangan ragu sama juragan ini",1,0,1,0,0,0,positif,-,positif,-,-,-
"Pengiriman cepat, respons oke, tapi barang palsu, cuma rangkaian lampu aja. Baru tau setelah browsing asli vs palsu",0,1,1,0,0,1,-,negatif,positif,-,-,positif
"bagus, komplit, sesuai gambar",1,1,0,0,0,0,positif,positif,-,-,-,-
"Spek Arus listrik charger LG sebesar 1.8A sesuai kebutuhan ponsel LG Q6 dgn kapasitas batre 3000an mAh. Sehingga kalau dipakai ngecas waktu pengisian cukup krn jika Arus terlalu kecil waktu pengisian lama, dan kondisi batre tidak panas ketika dicas krn biasanya jika Arus terlalu besar batre akan panas.",0,1,0,0,0,0,-,positif,-,-,-,-
Barang sudah sampai sesuai pesanan gan.. Tp msh belum di coba.. Terima kasih,1,0,0,0,0,0,positif,-,-,-,-,-
"Kualitas bagus, sorot tajam dan sangat berguna buat dibawa, atau taruh dimobil buat jaga2 jika perlu penerangan.",0,1,0,0,0,0,-,positif,-,-,-,-
Barang rusak kok dijual bossss....,0,1,0,0,0,0,-,negatif,-,-,-,-
"Menurut saya sudah cukup bagus, dan cocok.",0,1,0,0,0,0,-,positif,-,-,-,-
"Respon cepat, barang tidak pernah mengecewakan selama 4 kali pembelian ini mantab. Semoga tambh sukses gan...",0,1,1,0,0,0,-,positif,positif,-,-,-
Kerennn goood sangay cepat respon nya,0,0,1,0,0,0,-,-,positif,-,-,-
Barang bagus sesuai harga pokokke mantab matur suwun...,0,1,0,0,1,0,-,positif,-,-,positif,-
"Kabel hansed 1 nya seperi gambar iklan nya tidak ada, hanya hansed mono yg di kirim.",1,0,0,0,0,0,negatif,-,-,-,-,-
"Barang sesuai gambar, dan lgs berfungsi stlh dicoba di hp samsung A5 2017",1,1,0,0,0,0,positif,positif,-,-,-,-
kualitas bagus. berfungsi dengan baik. admin toko ramah & fast response. packaging bagus. recommended.,0,1,1,1,0,0,-,positif,positif,positif,-,-
"Mantap jd kliatan elegan, bahanny licin",0,1,0,0,0,0,-,positif,-,-,-,-
cacat nyttttt.......,0,1,0,0,0,0,-,negatif,-,-,-,-
Barang tlh Sy trima..Tp syg bass & triblle kurang mantap Krn hrg sesuai jd bs sy maklumi,0,1,0,0,1,0,-,negatif,-,-,positif,-
barang bagus Namun akan lebih baik apabila diskon,0,1,0,0,1,0,-,positif,-,-,negatif,-
Barang rusak di telinga gagang kujangnya. Sdh di perbaiki.,0,1,0,0,0,0,-,negatif,-,-,-,-
"kualitas jelek, tidak bisa dipake",0,1,0,0,0,0,-,negatif,-,-,-,-
Mantul terangnya.. Tpi paket kondisi terbuka g tau knpa mngkin dari J*E nya kepo.,0,1,0,1,0,1,-,positif,-,negatif,-,negatif
kualitas oke harga oke,0,1,0,0,1,0,-,positif,-,-,positif,-
Barang murahan gak seauai gambar,1,1,0,0,0,0,negatif,negatif,-,-,-,-
Mantap..barang sesuai dan cepat sampai,1,0,0,0,0,1,positif,-,-,-,-,positif
"tampilan bagus, tapi casing agak licin dan screen protector nya kekecilan ga nutup layar penuhproduk kualitas fungsi",1,1,0,0,0,0,negatif,negatif,-,-,-,-
Harga dan kualitas benbanding terbalik..recommended bgt!!!,0,1,0,0,1,0,-,positif,-,-,positif,-
"Recomended seller,dari awal pesan balas chat nya cepat,dan proses pengiriman nya pun cepat",0,1,1,0,0,1,-,positif,positif,-,-,positif
lelet Namun akan lebih baik apabila dipercepat,0,0,0,0,0,1,-,-,-,-,-,negatif
"Barang sesuai pesanan , recommend seller , cuma respon chat sama packing kurang baik ,, selebihnya oke deh",1,0,1,1,0,0,positif,-,negatif,negatif,-,-
barang bagus terang sekali sesuai yg diharapkan sangat berguna untuk pemadaman lampu,1,1,0,0,0,0,positif,positif,-,-,-,-
"Cepat dikirim, sehingga buyer tidak perlu konfirmasi ulang.",0,0,0,0,0,1,-,-,-,-,-,positif
Oke sesuai barangnya fit sama hapenya,1,0,0,0,0,0,positif,-,-,-,-,-
Barang sdh diterima dalam kindisi baik. Terima kasih,0,1,0,0,0,0,-,positif,-,-,-,-
"Mantap cpat smpai,, sesuai pesanan.. Thanks TRAVEL_ID",0,0,0,0,0,1,-,-,-,-,-,positif
tidak sesuai deskripsi.. tidak free batterai,1,0,0,0,0,0,negatif,-,-,-,-,-
Barang ori tapi harga kok bisa murah ya.. thx gan,0,1,0,0,1,0,-,positif,-,-,positif,-
"Barang udah di terima, alhasil sesuai pesanan ,,barang masih dalam percobaan ..",1,0,0,0,0,0,positif,-,-,-,-,-
"Barangnya kereeeenn abizzz gan, sesuai dg gambar!",1,1,0,0,0,0,positif,positif,-,-,-,-
"Packing rapi, recommended seller deh",0,0,0,1,0,0,-,-,-,positif,-,-
Barang gak berfungsi angka ke 2 gak bisa jalan normal,0,1,0,0,0,0,-,negatif,-,-,-,-
Mantap barang sesuai pesanan. Waktu tiba terbilang cepat,1,0,0,0,0,1,positif,-,-,-,-,positif
Thanks romusha. Barang cepat datangnya dan sesuai pesanan.,1,0,0,0,0,1,positif,-,-,-,-,positif
So far performa batre bagus..mudah2an awet,0,1,0,0,0,0,-,positif,-,-,-,-
"barang ok, cuman sampainya lama",0,1,0,0,0,1,-,positif,-,-,-,negatif
"Barang mantap , packing mantap , pengiriman ny mantap , adminny jg mantap.",0,1,0,1,0,1,-,positif,-,positif,-,positif
"Barang sesuai pesanan, packing rapi, pesanan cepat sampai",1,0,0,1,0,1,positif,-,-,positif,-,positif
