teks,akurasi,kualitas,pelayanan,pengemasan,harga,pengiriman,s_akurasi,s_kualitas,s_pelayanan,s_pengemasan,s_harga,s_pengiriman
Barang berfungsi.. Tpi tampilan nya ngeblur.. Tidak sesuai dngn judul nya yg full hd 1080p,1,0,0,0,0,0,negatif,-,-,-,-,-
"Packing kurang bagus, lebih baik pake kardus,,, payah adaptor ga bisa dipakai buat dinamo 12v. Abal Abal",0,1,0,1,0,0,-,negatif,-,negatif,-,-
Sesuai dengan pesanan yg di inginkan.,1,0,0,0,0,0,positif,-,-,-,-,-
Barang cepat sampai dan sesuai pesanan,1,0,0,0,0,1,positif,-,-,-,-,positif
"Bagus, presisi, recommended seller",1,1,0,0,0,0,positif,positif,-,-,-,-
nyaman dipakai,0,1,0,0,0,0,-,positif,-,-,-,-
"Paking pengiriman c oke. Tapi pas dibuka, kok casenya ga da lubnang buat sidik jarinya ????",0,1,0,1,0,1,-,negatif,-,positif,-,positif
Suka sesuai dengan warna Diri sendiri,1,1,0,0,0,0,positif,positif,-,-,-,-
"Barang sudah saya terima sore ini, saya check bagus dan sesuai dengan pesanan",1,1,0,0,0,0,positif,positif,-,-,-,-
sesuai dengan barang yg kita mw.,1,0,0,0,0,0,positif,-,-,-,-,-
barang sesuai deskripsi. thx.,1,0,0,0,0,0,positif,-,-,-,-,-
"Saya pesan sekalian sama tatakan plat nomor, tapi packinganx gak dilapisi kardus, saya gak tw...saya buka sama cutter akhirx k cutter jaket saya..cz packinganx tatakan plat motor dikelilingi jaket jadix pas buka sm cutter,jaketx k gores :( barang bagus bgt n sesuai gambar. Cuma mohon pakinganx dilapisi kardus ya...thanks smg sukses",1,1,0,1,0,0,positif,positif,-,negatif,-,-
kalau stok memang udah gak ada jgn di pajang dan ahirnya di krim brang lain,1,0,0,0,0,0,negatif,-,-,-,-,-
Bahan lembut. Nyaman dipakai. Menyerap keringat,0,1,0,0,0,0,-,positif,-,-,-,-
Tidak sesuai pict... Bisa dilihat fotonya,1,0,0,0,0,0,negatif,-,-,-,-,-
Cepat sampai. Barang OK. Packing baik. Asli 100%,0,1,0,1,0,1,-,positif,-,positif,-,positif
chat langsung di balas dan ramah,0,0,1,0,0,0,-,-,positif,-,-,-
"Barang bagus, pelapak kooperatif nyariin stock yg warna biru, makasih bgt ...",0,1,1,0,0,0,-,positif,positif,-,-,-
kainnya halus dan lembut seperti pelapaknya jazakallah...,0,1,0,0,0,0,-,positif,-,-,-,-
"barang sesuai deskripsi & ori, semoga awet. bintang cuma 3 soalnya pelayanan kurang, nanya ga direspon sama sekali & waktu dr pemesanan ke pengiriman lama bgt. bagi yg mau beli harap sabar",1,1,1,0,0,0,positif,positif,negatif,-,-,-
Paket diterima sesuai pemesanan tp bahan kurang bagus terkesan murah dgn harga lumayan mahal. Tks Hengky Cong dan Bukalapak,1,1,0,0,1,0,positif,negatif,-,-,negatif,-
"Semua tombol berfungsi, recommended",0,1,0,0,0,0,-,positif,-,-,-,-
Sesuai deskripsi dan gambar......................,1,0,0,0,0,0,positif,-,-,-,-,-
mengecewakan barang rusak ada yg patah,0,1,0,0,0,0,-,negatif,-,-,-,-
Saya suka. Simple dan praktis,0,1,0,0,0,0,-,positif,-,-,-,-
Barang rusak dikirim tolol apa gimana ni,0,1,0,0,0,0,-,negatif,-,-,-,-
"barang yang sudah diterima, tp sy memang kurang teliti waktu membeli, dikira 2A ternyata barang yang sy beli 1A. kurang teliti.....ok",1,0,0,0,0,0,negatif,-,-,-,-,-
boros bgt jika dipake sebagai powerbank.. Namun akan lebih baik apabila diberi tahu kekurangannya atau di jelaskan dalam Spek untuk kekurangannya.,0,1,0,0,0,0,-,negatif,-,-,-,-
Barang sesuai gambar lumayan lah,1,1,0,0,0,0,positif,positif,-,-,-,-
"Lebih mahal sedikt tapi lebih bagus dan berguna, ketimbang yg murah tapi mletot terus",0,1,0,0,1,0,-,positif,-,-,negatif,-
sesuai dgn deskripsi,1,0,0,0,0,0,positif,-,-,-,-,-
Pengiriman cepat,0,0,0,0,0,1,-,-,-,-,-,positif
"Barang sesuai pesanan, cepat sampai",1,0,0,0,0,1,positif,-,-,-,-,positif
"Harganya terlalu mahal untuk barang kw gini, masa lebih jelek dripda yg 15 ribuan",0,1,0,0,1,0,-,negatif,-,-,negatif,-
Barang dengan harga segitu lumayan lah,0,1,0,0,1,0,-,positif,-,-,positif,-
Barang pas saya cek ternyata bolong kaya gni,0,1,0,0,0,0,-,negatif,-,-,-,-
"Barang ok lah , tapi ongkos kirim kemahalan , total berat cuman 1 kg , tapi ongkir Rp.200.000 , trayek lokal tapi harga ibarat ke new york . Perbaikilah ...... Ok.",0,1,0,0,1,1,-,positif,-,-,negatif,negatif
"Good product, fast respon, fast shipment, recommended seller",0,1,1,0,0,1,-,positif,positif,-,-,positif
barang yang di terima sesuai pesanan dan respon pelapak baik,1,0,1,0,0,0,positif,-,positif,-,-,-
"Kok kardus dalam dah ke buka dan berantakan, kayak udah ngga baru lagi, meski jumlahnya masih utuh. Ini pembelian kali kedua, tapi packing kurang rapi",0,0,0,1,0,0,-,-,-,negatif,-,-
Packing nya kurang baik. Tapi masih befungsi lah lumayan,0,0,0,1,0,0,-,-,-,negatif,-,-
barang sesuai,1,0,0,0,0,0,positif,-,-,-,-,-
"pengiriman cepet, mantap",0,0,0,0,0,1,-,-,-,-,-,positif
warna tidak sesuai pesanan. saat kipas dinyalakan mengeluarkan bunyi berisik.mau saya retur males ribetnya dan ga mau mengeluarkan uang pengiriman retur.,1,0,0,0,0,0,negatif,-,-,-,-,-
"Tidak sesuai dengan iklannya, kecewa. Pelayanan buruk, kesalahan di pelapak tapi pembeli yg harus rugi ongkos berkali"".!!",1,0,1,0,0,0,negatif,-,negatif,-,-,-
"respons cepat, proses cepat, barang sesaui",1,0,1,0,0,0,positif,-,positif,-,-,-
Puas barang sesuai gambar proses pengiriman cepat,1,1,0,0,0,1,positif,positif,-,-,-,positif
barang bagus terang sekali sesuai yg diharapkan sangat berguna untuk pemadaman lampu,1,1,0,0,0,0,positif,positif,-,-,-,-
bisa dizoom walaupun ukurannya kecil,0,1,0,0,0,0,-,positif,-,-,-,-
Barang sesuai dengan yang diharapkan Sukses SWAT store & terima kasih Bukalapak,1,1,0,0,0,0,positif,positif,-,-,-,-
cocok utk touring jadi bagasi ga penuh,0,1,0,0,0,0,-,positif,-,-,-,-
saya order tgl 16 des barang di proses tgl 17 des dan barang mulai dikirim tgl 18 des. iya saya bilang lambat proses pengirimanya bukan lama di expedisinya. saya bilang kerjamu lambat. saya juga order pengiriman lewat J&T dan situ ngirimnya pakai sicepat. gk konsisten.,0,0,0,0,0,1,-,-,-,-,-,negatif
"Tapi barangnya cukup lama sampai, namun tak apa...",0,0,0,0,0,1,-,-,-,-,-,negatif
"Mantabe cepat sampai l. Barang sesuai dengan deskripsi. LG dites untuk tv tuner ny mudah"" ane dapet sinyal bagus",1,0,0,0,0,1,positif,-,-,-,-,positif
Lebih pas ini baterai kw... indicator 73% restart nyala tinggal 60%. Dan cukup boros untuk pemakaian normal,0,1,0,0,0,0,-,negatif,-,-,-,-
Packing dan barang sesuai dengan yang diinginkan,1,0,0,1,0,0,positif,-,-,positif,-,-
murah dan bagus,0,1,0,0,1,0,-,positif,-,-,positif,-
"harga bagus sesuai barang,mantap......",0,1,0,0,1,0,-,positif,-,-,positif,-
kualitas kurang bagus .. Sudah 2x beli di sini untuk tipe j2 prime ini memang kurang bagus .. Posisi lem nya ga sesuai . Dan kurang lengket,0,1,0,0,0,0,-,negatif,-,-,-,-
"Sesuai dengan deskripsinya, isi box komplit, kesediaan warna sebaiknya ditanyakan dulu ke penjual",1,0,1,0,0,0,negatif,-,positif,-,-,-
Mantapp ga salah saya berlangganan!,0,1,0,0,0,0,-,positif,-,-,-,-
"barang tidak sesuai, yg diminta Asus A455LD, barang yang dikirim Asus ADP- 65JHBB",1,0,0,0,0,0,negatif,-,-,-,-,-
Barang bagus Murah dan tidak murahan. Sepertinya ini keluaran baru soale kelihatan lbh kokoh drpd yg lama. Dg model yg sama. Puas,0,1,0,0,1,0,-,positif,-,-,positif,-
"Barang sudah diterima dengan baik, kemasan oke.",0,0,0,1,0,0,-,-,-,positif,-,-
biasa azaa gada kabel pula..............,0,1,0,0,0,0,-,negatif,-,-,-,-
packing kurang rapi,0,0,0,1,0,0,-,-,-,negatif,-,-
barang sudah terima dan sesuai pesanan trimakasih,1,0,0,0,0,0,positif,-,-,-,-,-
"kualitas bagus, pengiriman cepat",0,1,0,0,0,1,-,positif,-,-,-,positif
sesuai mantap,1,0,0,0,0,0,positif,-,-,-,-,-
Enak di pake dan kulit sensitif bakalan enk di tangan,0,1,0,0,0,0,-,positif,-,-,-,-
"Lumayan lah untuk barang dengan harga murah, agak sedikit lecet lecet mungkin d perbaiki lagi dalam pengecekan barang nya",0,1,0,0,0,0,-,negatif,-,-,-,-
barang tidak sesuai photo,1,0,0,0,0,0,negatif,-,-,-,-,-
"Jl jadi terasa adem ,penampilan tambah keren",0,1,0,0,0,0,-,positif,-,-,-,-
bagus sesuai pesanan,1,1,0,0,0,0,positif,positif,-,-,-,-
"barang oke, sesuai pesanan..",1,1,0,0,0,0,positif,positif,-,-,-,-
"Respon penjual bagus, barang cepat sampai, semoga awet ????",0,0,1,0,0,1,-,-,positif,-,-,positif
"Sebaiknya harga disesuaikan dengan kualitas barangnya, jgn mahal2 gan",0,1,0,0,1,0,-,negatif,-,-,negatif,-
"Respon cepaat, pengiriman cepat, barang sesuai pesanan",1,0,1,0,0,1,positif,-,positif,-,-,positif
bagusss bgt.puass..rekomended,0,1,0,0,0,0,-,positif,-,-,-,-
barang sesuai dengan gambar,1,0,0,0,0,0,positif,-,-,-,-,-
pengisiannya cepet,0,1,0,0,0,0,-,positif,-,-,-,-
"Pelayanan cepat, barang sesuai diskripsi & berfungsi dgn baik",1,1,1,0,0,0,positif,positif,positif,-,-,-
Packing baik ... made in vietnam kualitas bagus 5 stars !!!!,0,1,0,1,0,0,-,positif,-,positif,-,-
Pengiriman via grab di censel terus laporan pelapak. Saya minta sulusi sama pelapak akhir nya bagus respon . Order gojek di luar Bukalapak. Aturan bisa dong bila grab censel terus minta pindah gojek . Ada di caht bukti nya . Tolong perbaiki lagi pelayanan aplikator buka lapak makasih .,0,0,1,0,0,1,-,-,negatif,-,-,negatif
barang sdh di terima dan saya suka gan.. bagus.. saya doa kan toko si agan makin sukses ya.. dan tolong selalu jaga kepuasan konsumen.. sukses ya agan dan terima kasih..,0,1,1,0,0,0,-,positif,positif,-,-,-
"Aman sih semuanya amann, paling harga klo bisa nego tipis2 lah ya, hehehe ????",0,0,0,1,1,0,-,-,-,positif,negatif,-
"Barang cepat sampai, sesuai deskripsi, seller recomended..",1,0,1,0,0,1,positif,-,positif,-,-,positif
"Barang tidak sesuai deskripsi. Ukuran nya kecil, tidak sesuai deskripsi.",1,0,0,0,0,0,negatif,-,-,-,-,-
"Sesuai Deskripsi & Photo iklan, semoga awet buat Beraih2 kaca jamuran,,,",1,0,0,0,0,0,positif,-,-,-,-,-
"Pelapak ramah dan responsif, barang dikirim juga cepet sampai. Barang sesuai dengan harapan. Siip dah...",1,0,1,0,0,1,positif,-,positif,-,-,positif
.................mantab...........,0,1,0,0,0,0,-,positif,-,-,-,-
"Barangnya sesuai iklan, walau warna merah tidak di pesan malah dikirim, terima kasih",1,0,0,0,0,0,positif,-,-,-,-,-
Soft Casing bagus.cuma anti gores tak sesuai utk a 50.lebih cocok utk m 20.selebih nya baik.trima kasih,1,1,0,0,0,0,negatif,positif,-,-,-,-
Barang dah nyampe brg oke barang sesui mksh bukalapak susek terus buat pelapak y juga mantap,1,1,0,0,0,0,positif,positif,-,-,-,-
Barang sesuai pesanan...,1,0,0,0,0,0,positif,-,-,-,-,-
mantap boss......sesuai dengan harga....berguna sekali...........,1,0,0,0,1,0,positif,-,-,-,positif,-
Barang sudah sampai n sesuai pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
Barang sudah diterima dicoba pas.... Semoga bermanfaat,1,0,0,0,0,0,positif,-,-,-,-,-
Ok lah. Terjsngkau dan berfungsi dengan baik. Pelapak jg ramah,0,1,1,0,1,0,-,positif,positif,-,positif,-
Barang bagus dan cepat sampai sangat presisi sama oppo f7 TG nya licin parah bikin ga gampang kotor PUAS BELANJA DISINI MANTAPP,0,1,0,0,0,1,-,positif,-,-,-,positif
Keren lah mantap djiwaaaa aaaaaaaaaaaaaaaaaa,0,1,0,0,0,0,-,positif,-,-,-,-
"Sesuai gambar, tapi kurang menempel",1,1,0,0,0,0,positif,negatif,-,-,-,-
ok...barang sesuai spec di gbr...kerenz...walaupn pelapak slow respon di inbox...,1,1,1,0,0,0,positif,positif,negatif,-,-,-
Namun akan lebih baik bila di sertakan batrainya juga.,1,0,0,0,0,0,negatif,-,-,-,-,-
Pengiriman cepat sampai.. recommended bgt dec..peaan langsing di kirim,0,0,0,0,0,1,-,-,-,-,-,positif
Barang rusak.....T_T.....tidak ada respon sama sekali....sy coba pake headset saya yg ad micnya normal aj...berarti barang yg dikirim rusak.,0,1,1,0,0,0,-,negatif,negatif,-,-,-
"Lumayan, memang agak sukit setting fokusnya tapi untuk pembesaran 70x ya memang agak susah, goyang2",0,1,0,0,0,0,-,positif,-,-,-,-
Batre kekecilan..gambar tidak sesuai jauh dari kata original tidak sesuai judul,1,1,0,0,0,0,negatif,negatif,-,-,-,-
Barang sudah dicoba dan berfungsi namun knapa gak ada talinya seperti di gambar ya ?,1,0,0,0,0,0,negatif,-,-,-,-,-
"Harganya lebih murah dari toko lain, kualitas nya bagus kokoh ,Fungsi dengan baik dan semoga awet ..",0,1,0,0,1,0,-,positif,-,-,positif,-
"Dapat di Flash Sale, Alhamdulillah Barang Memuaskan.",0,1,0,0,1,0,-,positif,-,-,positif,-
cepat dan packing ok.. thx eugenia fortunate,0,0,0,1,0,1,-,-,-,positif,-,positif
"Udah tea smua bagus, smoga aja awet ya ka",0,1,0,0,0,0,-,positif,-,-,-,-
Barang sesuai pesanan packing rapi,1,0,0,1,0,0,positif,-,-,positif,-,-
Fast responnn gannn,0,0,1,0,0,0,-,-,positif,-,-,-
Barang sesuai pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
Jika berlarut larut delivery time nya sangat dongkol,0,0,0,0,0,1,-,-,-,-,-,negatif
Lembek letoy... Kemahalan cuma brg ginian...,0,1,0,0,1,0,-,negatif,-,-,negatif,-
barangnya bagus... murah berkualitas fiturnya keren,0,1,0,0,1,0,-,positif,-,-,positif,-
Barang bagus enak dipakai thanks gan,0,1,0,0,0,0,-,positif,-,-,-,-
"Thx seller, pak kurir & bukalapak pesanan cepet sampe kualitas ok, packing nya pake buble jadi gak pecah kotaknya",0,1,0,1,0,1,-,positif,-,positif,-,positif
"Bagus banget barangnya, sesuai, cepet sampe (dari Jakarta kirim ke Solo), penjualnya ramah, responnya cepet. Recommended banget deh pokoknya!",1,1,1,0,0,1,positif,positif,positif,-,-,positif
Barang sesuai. Sudah dicoba Semoga awet,1,0,0,0,0,0,positif,-,-,-,-,-
"Mantab gan, barang sesuai pesanan dan packing rapi dan pengiriman jg cepat,trims",1,1,0,1,0,1,positif,positif,-,positif,-,positif
barang bagus dan packing rapi,0,1,0,1,0,0,-,positif,-,positif,-,-
Packing rapih tdk mengecewakan.....,0,0,0,1,0,0,-,-,-,positif,-,-
"Obeng sangat membantu, congkelan mudah patah.",0,1,0,0,0,0,-,negatif,-,-,-,-
"Barang sesuai pesanan, dpt harga promo 20k, cuma pengiriman lama, mungkin krn lagi peak season.",1,0,0,0,1,1,positif,-,-,-,positif,negatif
Terimakasih barangnya sdh sampai order hari rabu sore sabtu pagi sdh sampai,0,0,0,0,0,1,-,-,-,-,-,positif
"Packing baik, suara lumayan................... ....",0,1,0,1,0,0,-,positif,-,positif,-,-
"Sesuai deskripsi, nyala dan semoga awet. Seller gerakan cepat mengirim charger dengan ketelitian dan quality control yg apik menawan sangat memang! Recommended",1,0,1,0,0,1,positif,-,positif,-,-,positif
Respon lambat Barang tdk sesuai pesanan Tanpa konfirmasi klo barang yg dipesan habis ato tdk ada,1,0,1,0,0,0,negatif,-,negatif,-,-,-
pelayanan cepat,0,0,1,0,0,0,-,-,positif,-,-,-
"Barangnya bagus, cahaya redup untuk brosing bisa +3 jam, Oke lah kalu menurut saya..",0,1,0,0,0,0,-,positif,-,-,-,-
"Sesuai dengan yg saya butuhkan. Namun, akan lebih baik apabila systemnya sudah OS dan memorinya lebih besar",1,1,0,0,0,0,positif,negatif,-,-,-,-
"Packing kurang baik, barang sesuai, tidak ada yang bocor",1,0,0,1,0,0,positif,-,-,negatif,-,-
baru dipakai 2 hari lsg eror datanya tidak terbaca..kualitas jelek banget..toshiba kw ya? Namun akan lebih baik apabila dijelaskan kulitas barangnya,0,1,0,0,0,0,-,negatif,-,-,-,-
"lumayanlah, biar bintang aja bicara Namun akan lebih baik apabila dsertai notanya",1,0,0,0,0,0,negatif,-,-,-,-,-
kualitas dan harga bagus????,0,1,0,0,1,0,-,positif,-,-,positif,-
"Penjual ramah,, belum tes,, lg keluar kota gan,, terimakasih",0,0,1,0,0,0,-,-,positif,-,-,-
"Ulasan dr Spinner fidgetnya Bahan Plastik keras, beringnya ya pake besi. Harga cukup mahal, karena lagi musim, mungkin kalo udah banyak yang pake jadi murah. Kalo jatuh gampang lecet dan gumpil, tp cukup baik. Recomended kalo mau beli. Terima Kasih sudah balas chatnya cepat",0,1,0,0,1,0,-,positif,-,-,negatif,-
"Barang sesuai dengan pesanan,ok lah",1,1,0,0,0,0,positif,positif,-,-,-,-
barang bagus paking oke mksh gaaaan sukses selalu,0,1,0,1,0,0,-,positif,-,positif,-,-
Recommended seller. Presisi..pas dan mudah pemasangannya.,1,1,0,0,0,0,positif,positif,-,-,-,-
"Bassnya dapet, bagus.. Recommended",0,1,0,0,0,0,-,positif,-,-,-,-
Mantapp... barang sesuai harapan. Packing juga bagus. Cepet sampainya.. pokoknya recomended bangt dehhh.. mksih ya romusha,1,1,0,1,0,1,positif,positif,-,positif,-,positif
Bagis ga kecewa cepet sampay respon baik,0,1,1,0,0,1,-,positif,positif,-,-,positif
"cakep.. beneran ori, work di ios 10.3 tanpa masalah. respon cepat, Thanks gan",0,1,0,0,0,0,-,positif,-,-,-,-
"Agak lama sampai nya,hampir 5 hari",0,0,0,0,0,1,-,-,-,-,-,negatif
"Cepat samapai facking rapi ,terimakasih",0,0,0,1,0,1,-,-,-,positif,-,positif
"kirimnya lama, respon seller jelek. kualitas buruk, speaker plastik, suara kecil. NOT Recomended seller. produk jelek",0,1,1,0,0,1,-,negatif,negatif,-,-,negatif
"barang yang dikirim tdk sesuai dg yang dipesan, tp gapapa lah. kualitas sesuai dgn harga.",1,1,0,0,1,0,negatif,positif,-,-,positif,-
"Bagus, pengirimannya cepet banget",0,0,0,0,0,1,-,-,-,-,-,positif
Lumayan lah Case nya. Tetapi Teemper Glassnya ga sama dg type case nya. Terlalu kecil Tg nya ga sesuai type. Jadinya bonus itu sia2. Ga kepake... lasihan.,1,1,0,0,0,0,negatif,positif,-,-,-,-
Lebih bagus.. Dn sapa yg di gambar..,1,1,0,0,0,0,positif,positif,-,-,-,-
Barang ok. Hanya saja warna tidak dikirim seusuai keinginan pelanggan! Tolong utamakan kejujuran gan!,1,1,1,0,0,0,negatif,positif,negatif,-,-,-
"KECEWA BELANJA DISINI, KATANYA ORIGINAL, TERNYATA BUKAN ORI. HATI2 BELANJA DISINI. DASAR PENIPU!!!!! MAKAN TUH DUIT",1,1,0,0,0,0,negatif,negatif,-,-,-,-
"Senternya kecil, tapi terangnya luar biasa, ukuran kecil pas buat dibawa kemanapun",0,1,0,0,0,0,-,positif,-,-,-,-
"Barang sesuai pesanan, semoga awet",1,0,0,0,0,0,positif,-,-,-,-,-
Barang yg sesuai kriteria n istimewa Giod Joob,1,1,0,0,0,0,positif,positif,-,-,-,-
"Kualitas bgus brang sesuai psanan, dri sego packing kurang puas pengiriman lambat telat 5 hri sya kecwa...",1,1,0,1,0,1,positif,positif,-,negatif,-,negatif
Barangnya bagus packibg rapih,0,1,0,1,0,0,-,positif,-,positif,-,-
Barang kecil...................................................................,0,1,0,0,0,0,-,negatif,-,-,-,-
"Barang sesuai diskripsi, respon cepat, packing rapi",1,0,1,1,0,0,positif,-,positif,positif,-,-
Barang sesuai dengan yang ditawarkan. Tinggal mencobanya,1,0,0,0,0,0,positif,-,-,-,-,-
Barang murahan gak seauai gambar,1,1,0,0,0,0,negatif,negatif,-,-,-,-
"rekomended, barang bagus",0,1,0,0,0,0,-,positif,-,-,-,-
"Sesuai pesanan,semoga kualitas barang nya juga baik...sukses buat pelapak...puas",1,0,0,0,0,0,positif,-,-,-,-,-
Tidak layak pakai,0,1,0,0,0,0,-,negatif,-,-,-,-
Oke banget.. Pengiriman barangnya.. Cukup cepet respon penjual,0,1,1,0,0,1,-,positif,positif,-,-,positif
barang rusak 2 dari 4 pembelian. lalu penjual minta ongkir pp dibebankan pada pembeli Namun akan lebih baik apabila barang yang dikirim sesuai pesanan dan normal,1,1,0,0,0,0,negatif,negatif,-,-,-,-
kualitas bagus,0,1,0,0,0,0,-,positif,-,-,-,-
murah tp g murahan!!!! best seller pkok.na.....,0,1,0,0,1,0,-,positif,-,-,positif,-
"Barang nya sesuai pesanan, lengkap dengan box nya pula..tq",1,0,0,0,0,0,positif,-,-,-,-,-
"Trims Charger bekerja dengan baik, pengiriman cepat",0,1,0,0,0,1,-,positif,-,-,-,positif
"Pengiriman cepat, packing rapi. Memuaskan",0,0,0,1,0,1,-,-,-,positif,-,positif
murah Tetapi akan lebih baik jika free ongkir,0,0,0,0,1,0,-,-,-,-,positif,-
Kualitas lumayan lah sesuai dengan harga,0,1,0,0,1,0,-,positif,-,-,positif,-
Akan lebih baik .bila dikasih batre m cas,1,0,0,0,0,0,negatif,-,-,-,-,-
"Barangnya bagus kami sangat suka, makasih gojap",0,1,0,0,0,0,-,positif,-,-,-,-
"Pesan semalam barang pagi sudah sampai ,pengiriman cepat barang bagus mantap",0,1,0,0,0,1,-,positif,-,-,-,positif
Crayon berkualitas.. Dpt harga promo lagi.. Thanks,0,1,0,0,1,0,-,positif,-,-,positif,-
"packing rapi, respon dan pengiriman cepat,",0,0,1,1,0,1,-,-,positif,positif,-,positif
produk sesuai yang di pesan... Semoga makin sukses n terpercaya untuk kedepanya....,1,0,0,0,0,0,positif,-,-,-,-,-
Barang bagus. Sip deh. Mantap. Rekomended. Namun disayangkan chat slow respon. Barang lambat datang... tapi alhamdulillah sampai.,0,1,1,0,0,1,-,positif,negatif,-,-,negatif
"Kibod ini sy pasang di laptop Zyrex tapi sesuai banget, No Problem. Tks",1,0,0,0,0,0,positif,-,-,-,-,-
packing kurang baik,0,0,0,1,0,0,-,-,-,negatif,-,-
"Baguus, Sesuai Pesanan, Terima Kasih",1,1,0,0,0,0,positif,positif,-,-,-,-
mantap barang bagus,0,1,0,0,0,0,-,positif,-,-,-,-
simple dan akurat,1,1,0,0,0,0,positif,positif,-,-,-,-
"biasa aja,biaya expedisi masih terbilang mahal,karna sampainya barang lambat",0,0,0,0,1,1,-,-,-,-,negatif,negatif
sesuai dengan iklan,1,0,0,0,0,0,positif,-,-,-,-,-
Lain kali pelapak budayakan membaca .../ Konfirmasi ke konsumen,0,0,1,0,0,0,-,-,negatif,-,-,-
Harga terjangkau... Bentuk yang minimalis dan tidak menonjol jadi alasan pertama untuk membeli... Suara cukup lumayan untuk sepeda... Semoga tidak gampang rusak...,0,1,0,0,1,0,-,positif,-,-,positif,-
Puas cepat sampai mudah2an bermanfaat,0,1,0,0,0,1,-,positif,-,-,-,positif
barang tidak sesuai deksripsi dengan pesanan. mohon untuk bisa ditukar..,1,0,0,0,0,0,negatif,-,-,-,-,-
"Barang sesuai pesanan,bagus joss",1,1,0,0,0,0,positif,positif,-,-,-,-
kualitas nya ok..tebal mantap,0,1,0,0,0,0,-,positif,-,-,-,-
Ada sedikit perbedaan tulisan dengan bawaan.. Tapi so fat so good... Mudah2an awet,1,1,0,0,0,0,negatif,positif,-,-,-,-
Barang sesuai pesanan & cepat sampai,1,0,0,0,0,1,positif,-,-,-,-,positif
Mantap.....sesuai......langsung uji coba,1,1,0,0,0,0,positif,positif,-,-,-,-
"Earphone rusak sebelah, packing kurang bagus",0,1,0,1,0,0,-,negatif,-,negatif,-,-
Minta putih/silver datang putih,1,0,0,0,0,0,negatif,-,-,-,-,-
Barang sampai..trims untuk pelapak ..mudah2an awet ...kereeeen tp patah dudukan hpny..mhon ketelitian pengepakan lbih baik lg,0,0,0,1,0,0,-,-,-,negatif,-,-
barang cepat rusak.... dan mahal dalam kategori brg sperti ini... Namun akan lebih baik apabila harga 1rb an... karena klo grosir an harga ambil 800rupiah an nih.,0,1,0,0,1,0,-,negatif,-,-,negatif,-
Barang rusak ko d jual Liat perbedaan Punya lapak sebelah kanan,0,1,0,0,0,0,-,negatif,-,-,-,-
Barang yang dipesan tidak sesuai,1,0,0,0,0,0,negatif,-,-,-,-,-
Senternya imut & mudah digunakan. Kualitas sesuai dg deskripsi. Pengirimannya cepat.,1,1,0,0,0,1,positif,positif,-,-,-,positif
"Packing mantaaaap ,baang sesuai pesanan",1,0,0,1,0,0,positif,-,-,positif,-,-
Respon Cepat packing rapih thanks ya Gan,0,0,1,1,0,0,-,-,positif,positif,-,-
"Barangnya kereeeenn abizzz gan, sesuai dg gambar!",1,1,0,0,0,0,positif,positif,-,-,-,-
sesuai deskripsi,1,0,0,0,0,0,positif,-,-,-,-,-
"Kualitas bagus,produk sesuai,gooooood,thanksssss",1,1,0,0,0,0,positif,positif,-,-,-,-
Ok barang sesuai pesanan...tp sayang pengiriman lambat...,1,0,0,0,0,1,positif,-,-,-,-,negatif
pengiriman lama .barang bukan original .packing bagus.tidak sesuai pesanan,1,1,0,1,0,1,negatif,negatif,-,positif,-,negatif
"Barang bagus, harga murah tapi bukan murahan. Terpercaya.",0,1,0,0,1,0,-,positif,-,-,positif,-
"Sesuai pesanan,packing bgus..........",1,0,0,1,0,0,positif,-,-,positif,-,-
"Di wrist band lain suka copot sendiri, beda dengan yang ini. Dan silicon nyaaa tebal enak dipakai",0,1,0,0,0,0,-,positif,-,-,-,-
Barang bagus bener sesuai dengan moto g5s...sampe susah lepas case nya...sangat kenceng di hpnya,0,1,0,0,0,0,-,positif,-,-,-,-
"Kecil tapi keren tapi blm di coba smoga bermanfaat ,",0,1,0,0,0,0,-,positif,-,-,-,-
"Ternyata barang bukan ori, dan tidak sesuai, kaga ada logo nye, harus nya pasang iklang yg sesuai dong.....",1,1,0,0,0,0,negatif,negatif,-,-,-,-
"barangnya beda sama yg di gambar, slow respon",1,0,1,0,0,0,negatif,-,negatif,-,-,-
So far performa batre bagus..mudah2an awet,0,1,0,0,0,0,-,positif,-,-,-,-
"Ternyata batre nya bukan batre charger ulang, dan kondisi berkarat",1,1,0,0,0,0,negatif,negatif,-,-,-,-
batre ny ko boros jg sama kaya batre yg lama..cepet abis ny...,0,1,0,0,0,0,-,negatif,-,-,-,-
mendarat dengan aman,0,0,0,0,0,1,-,-,-,-,-,positif
"Casing bagus, sesuai gambar & deskripsinya. Pelapak juga ramah dan cepat tanggap. Sukses selalu buat bukalapak & para pelapak.",1,1,1,0,0,0,positif,positif,positif,-,-,-
"Brg gk sesuai warna,dan kc senter nya gk mulus lg,yo wes ra popolah yg pnting sampai dgn selamat.",1,1,0,0,0,0,negatif,negatif,-,-,-,-
